"Support","Confidence","Accuracy_train","Accuracy_test","NumberOfRules"
0.01,0.01,0.845714285714286,0.71,32016
0.01,0.02,0.845714285714286,0.71,32016
0.01,0.03,0.844285714285714,0.71,32016
0.01,0.04,0.844285714285714,0.71,32016
0.01,0.05,0.844285714285714,0.71,32016
0.01,0.06,0.844285714285714,0.71,32016
0.01,0.07,0.844285714285714,0.71,32016
0.01,0.08,0.844285714285714,0.71,32016
0.01,0.09,0.844285714285714,0.71,32016
0.01,0.1,0.845714285714286,0.71,32016
0.02,0.01,0.808571428571429,0.703333333333333,16226
0.02,0.02,0.808571428571429,0.703333333333333,16226
0.02,0.03,0.808571428571429,0.703333333333333,16226
0.02,0.04,0.808571428571429,0.703333333333333,16226
0.02,0.05,0.808571428571429,0.703333333333333,16226
0.02,0.06,0.808571428571429,0.703333333333333,16226
0.02,0.07,0.808571428571429,0.703333333333333,16226
0.02,0.08,0.808571428571429,0.703333333333333,16226
0.02,0.09,0.808571428571429,0.703333333333333,16226
0.02,0.1,0.808571428571429,0.703333333333333,16226
0.03,0.01,0.791428571428571,0.706666666666667,10040
0.03,0.02,0.791428571428571,0.706666666666667,10040
0.03,0.03,0.791428571428571,0.706666666666667,10040
0.03,0.04,0.791428571428571,0.706666666666667,10040
0.03,0.05,0.791428571428571,0.706666666666667,10040
0.03,0.06,0.791428571428571,0.706666666666667,10040
0.03,0.07,0.791428571428571,0.706666666666667,10040
0.03,0.08,0.791428571428571,0.706666666666667,10040
0.03,0.09,0.791428571428571,0.706666666666667,10040
0.03,0.1,0.791428571428571,0.706666666666667,10040
0.04,0.01,0.78,0.703333333333333,6844
0.04,0.02,0.78,0.703333333333333,6844
0.04,0.03,0.78,0.703333333333333,6844
0.04,0.04,0.78,0.703333333333333,6844
0.04,0.05,0.78,0.703333333333333,6844
0.04,0.06,0.78,0.703333333333333,6844
0.04,0.07,0.78,0.703333333333333,6844
0.04,0.08,0.78,0.703333333333333,6844
0.04,0.09,0.78,0.703333333333333,6844
0.04,0.1,0.78,0.703333333333333,6844
0.05,0.01,0.767142857142857,0.693333333333333,4937
0.05,0.02,0.767142857142857,0.693333333333333,4937
0.05,0.03,0.767142857142857,0.693333333333333,4937
0.05,0.04,0.767142857142857,0.693333333333333,4937
0.05,0.05,0.767142857142857,0.693333333333333,4937
0.05,0.06,0.767142857142857,0.693333333333333,4937
0.05,0.07,0.767142857142857,0.693333333333333,4937
0.05,0.08,0.767142857142857,0.693333333333333,4937
0.05,0.09,0.767142857142857,0.693333333333333,4937
0.05,0.1,0.767142857142857,0.693333333333333,4937
0.06,0.01,0.762857142857143,0.7,3666
0.06,0.02,0.762857142857143,0.7,3666
0.06,0.03,0.762857142857143,0.7,3666
0.06,0.04,0.762857142857143,0.7,3666
0.06,0.05,0.762857142857143,0.7,3666
0.06,0.06,0.762857142857143,0.7,3666
0.06,0.07,0.762857142857143,0.7,3666
0.06,0.08,0.762857142857143,0.7,3666
0.06,0.09,0.762857142857143,0.7,3666
0.06,0.1,0.762857142857143,0.7,3666
0.07,0.01,0.754285714285714,0.69,2808
0.07,0.02,0.754285714285714,0.69,2808
0.07,0.03,0.754285714285714,0.69,2808
0.07,0.04,0.754285714285714,0.69,2808
0.07,0.05,0.754285714285714,0.69,2808
0.07,0.06,0.754285714285714,0.69,2808
0.07,0.07,0.754285714285714,0.69,2808
0.07,0.08,0.754285714285714,0.69,2808
0.07,0.09,0.754285714285714,0.69,2808
0.07,0.1,0.754285714285714,0.69,2808
0.08,0.01,0.748571428571429,0.693333333333333,2264
0.08,0.02,0.747142857142857,0.693333333333333,2264
0.08,0.03,0.747142857142857,0.693333333333333,2264
0.08,0.04,0.748571428571429,0.693333333333333,2264
0.08,0.05,0.747142857142857,0.693333333333333,2264
0.08,0.06,0.747142857142857,0.693333333333333,2264
0.08,0.07,0.747142857142857,0.693333333333333,2264
0.08,0.08,0.747142857142857,0.693333333333333,2264
0.08,0.09,0.747142857142857,0.693333333333333,2264
0.08,0.1,0.748571428571429,0.693333333333333,2264
0.09,0.01,0.741428571428571,0.693333333333333,1832
0.09,0.02,0.741428571428571,0.693333333333333,1832
0.09,0.03,0.741428571428571,0.693333333333333,1832
0.09,0.04,0.744285714285714,0.693333333333333,1832
0.09,0.05,0.741428571428571,0.693333333333333,1832
0.09,0.06,0.741428571428571,0.693333333333333,1832
0.09,0.07,0.741428571428571,0.693333333333333,1832
0.09,0.08,0.741428571428571,0.693333333333333,1832
0.09,0.09,0.744285714285714,0.693333333333333,1832
0.09,0.1,0.741428571428571,0.693333333333333,1832
0.1,0.01,0.738571428571429,0.693333333333333,1495
0.1,0.02,0.734285714285714,0.693333333333333,1495
0.1,0.03,0.734285714285714,0.693333333333333,1495
0.1,0.04,0.734285714285714,0.693333333333333,1495
0.1,0.05,0.738571428571429,0.693333333333333,1495
0.1,0.06,0.734285714285714,0.693333333333333,1495
0.1,0.07,0.734285714285714,0.693333333333333,1495
0.1,0.08,0.734285714285714,0.693333333333333,1495
0.1,0.09,0.734285714285714,0.693333333333333,1495
0.1,0.1,0.738571428571429,0.693333333333333,1495
