"Support","Confidence","Accuracy_train","Accuracy_test","NumberOfRules"
0.01,0.01,0.845714285714286,0.733333333333333,31049
0.01,0.02,0.845714285714286,0.733333333333333,31049
0.01,0.03,0.845714285714286,0.733333333333333,31049
0.01,0.04,0.845714285714286,0.733333333333333,31049
0.01,0.05,0.845714285714286,0.733333333333333,31049
0.01,0.06,0.845714285714286,0.733333333333333,31049
0.01,0.07,0.845714285714286,0.733333333333333,31049
0.01,0.08,0.845714285714286,0.733333333333333,31049
0.01,0.09,0.845714285714286,0.733333333333333,31049
0.01,0.1,0.845714285714286,0.733333333333333,31049
0.02,0.01,0.804285714285714,0.733333333333333,15844
0.02,0.02,0.804285714285714,0.733333333333333,15844
0.02,0.03,0.804285714285714,0.733333333333333,15844
0.02,0.04,0.804285714285714,0.733333333333333,15844
0.02,0.05,0.804285714285714,0.733333333333333,15844
0.02,0.06,0.804285714285714,0.733333333333333,15844
0.02,0.07,0.802857142857143,0.733333333333333,15844
0.02,0.08,0.804285714285714,0.733333333333333,15844
0.02,0.09,0.804285714285714,0.733333333333333,15844
0.02,0.1,0.804285714285714,0.733333333333333,15844
0.03,0.01,0.784285714285714,0.71,9872
0.03,0.02,0.784285714285714,0.71,9872
0.03,0.03,0.784285714285714,0.71,9872
0.03,0.04,0.784285714285714,0.71,9872
0.03,0.05,0.784285714285714,0.71,9872
0.03,0.06,0.784285714285714,0.71,9872
0.03,0.07,0.784285714285714,0.71,9872
0.03,0.08,0.784285714285714,0.71,9872
0.03,0.09,0.784285714285714,0.71,9872
0.03,0.1,0.784285714285714,0.71,9872
0.04,0.01,0.771428571428571,0.713333333333333,6710
0.04,0.02,0.771428571428571,0.713333333333333,6710
0.04,0.03,0.771428571428571,0.713333333333333,6710
0.04,0.04,0.771428571428571,0.713333333333333,6710
0.04,0.05,0.771428571428571,0.713333333333333,6710
0.04,0.06,0.771428571428571,0.713333333333333,6710
0.04,0.07,0.771428571428571,0.713333333333333,6710
0.04,0.08,0.771428571428571,0.713333333333333,6710
0.04,0.09,0.771428571428571,0.713333333333333,6710
0.04,0.1,0.771428571428571,0.713333333333333,6710
0.05,0.01,0.752857142857143,0.713333333333333,4834
0.05,0.02,0.752857142857143,0.713333333333333,4834
0.05,0.03,0.752857142857143,0.713333333333333,4834
0.05,0.04,0.752857142857143,0.713333333333333,4834
0.05,0.05,0.752857142857143,0.713333333333333,4834
0.05,0.06,0.752857142857143,0.713333333333333,4834
0.05,0.07,0.752857142857143,0.713333333333333,4834
0.05,0.08,0.752857142857143,0.713333333333333,4834
0.05,0.09,0.752857142857143,0.713333333333333,4834
0.05,0.1,0.752857142857143,0.713333333333333,4834
0.06,0.01,0.758571428571429,0.703333333333333,3672
0.06,0.02,0.758571428571429,0.703333333333333,3672
0.06,0.03,0.758571428571429,0.703333333333333,3672
0.06,0.04,0.758571428571429,0.703333333333333,3672
0.06,0.05,0.758571428571429,0.703333333333333,3672
0.06,0.06,0.758571428571429,0.703333333333333,3672
0.06,0.07,0.758571428571429,0.703333333333333,3672
0.06,0.08,0.758571428571429,0.703333333333333,3672
0.06,0.09,0.758571428571429,0.703333333333333,3672
0.06,0.1,0.758571428571429,0.703333333333333,3672
0.07,0.01,0.752857142857143,0.703333333333333,2842
0.07,0.02,0.752857142857143,0.703333333333333,2842
0.07,0.03,0.752857142857143,0.703333333333333,2842
0.07,0.04,0.752857142857143,0.703333333333333,2842
0.07,0.05,0.752857142857143,0.703333333333333,2842
0.07,0.06,0.752857142857143,0.703333333333333,2842
0.07,0.07,0.752857142857143,0.703333333333333,2842
0.07,0.08,0.752857142857143,0.703333333333333,2842
0.07,0.09,0.752857142857143,0.703333333333333,2842
0.07,0.1,0.752857142857143,0.703333333333333,2842
0.08,0.01,0.745714285714286,0.703333333333333,2315
0.08,0.02,0.745714285714286,0.703333333333333,2315
0.08,0.03,0.745714285714286,0.703333333333333,2315
0.08,0.04,0.745714285714286,0.703333333333333,2315
0.08,0.05,0.745714285714286,0.703333333333333,2315
0.08,0.06,0.745714285714286,0.703333333333333,2315
0.08,0.07,0.745714285714286,0.703333333333333,2315
0.08,0.08,0.745714285714286,0.703333333333333,2315
0.08,0.09,0.745714285714286,0.703333333333333,2315
0.08,0.1,0.745714285714286,0.703333333333333,2315
0.09,0.01,0.735714285714286,0.706666666666667,1907
0.09,0.02,0.735714285714286,0.706666666666667,1907
0.09,0.03,0.735714285714286,0.706666666666667,1907
0.09,0.04,0.735714285714286,0.706666666666667,1907
0.09,0.05,0.735714285714286,0.706666666666667,1907
0.09,0.06,0.735714285714286,0.706666666666667,1907
0.09,0.07,0.735714285714286,0.706666666666667,1907
0.09,0.08,0.735714285714286,0.706666666666667,1907
0.09,0.09,0.735714285714286,0.706666666666667,1907
0.09,0.1,0.735714285714286,0.706666666666667,1907
0.1,0.01,0.732857142857143,0.7,1581
0.1,0.02,0.735714285714286,0.7,1581
0.1,0.03,0.735714285714286,0.7,1581
0.1,0.04,0.732857142857143,0.7,1581
0.1,0.05,0.732857142857143,0.7,1581
0.1,0.06,0.732857142857143,0.7,1581
0.1,0.07,0.732857142857143,0.7,1581
0.1,0.08,0.732857142857143,0.7,1581
0.1,0.09,0.732857142857143,0.7,1581
0.1,0.1,0.732857142857143,0.7,1581
